TIME,GEO,Value
2019M09,Greece,16.9
2019M09,Spain,14.1
2019M09,France,8.4
2019M09,Croatia,6.4
2019M09,Cyprus,6.6
2019M09,Latvia,6.0
2019M09,Lithuania,6.5
2019M09,Luxembourg,5.5
2019M09,Hungary,3.5
2019M09,Malta,3.3
2019M09,Netherlands,3.5
2019M09,Austria,4.5
2019M09,Poland,3.1
2019M09,Portugal,6.5
2019M09,Romania,4.0
2019M09,Slovenia,4.7
2019M09,Slovakia,5.7
2019M09,Finland,6.8
2019M09,Sweden,6.9
2019M09,United Kingdom,3.7
2019M09,Iceland,3.5
2019M09,Norway,3.9
2019M09,Turkey,13.9
2019M10,Belgium,5.2
2019M10,Bulgaria,4.2
2019M10,Czechia,2.1
2019M10,Denmark,5.0
2019M10,Germany (until 1990 former territory of the FRG),3.2
2019M10,Estonia,4.1
2019M10,Ireland,4.8
2019M10,Greece,16.8
2019M10,Spain,14.0
2019M10,France,8.3
2019M10,Croatia,6.4
2019M10,Cyprus,6.6
2019M10,Latvia,5.9
2019M10,Lithuania,6.5
2019M10,Luxembourg,5.5
2019M10,Hungary,3.5
2019M10,Malta,3.4
2019M10,Netherlands,3.5
2019M10,Austria,4.3
2019M10,Poland,3.0
2019M10,Portugal,6.5
2019M10,Romania,3.9
2019M10,Slovenia,4.4
2019M10,Slovakia,5.7
2019M10,Finland,6.8
2019M10,Sweden,6.9
2019M10,United Kingdom,3.7
2019M10,Iceland,3.5
2019M10,Norway,3.9
2019M10,Turkey,13.6
2019M11,Belgium,5.2
2019M11,Bulgaria,4.2
2019M11,Czechia,2.0
2019M11,Denmark,5.0
2019M11,Germany (until 1990 former territory of the FRG),3.2
2019M11,Estonia,4.3
2019M11,Ireland,4.7
2019M11,Greece,16.7
2019M11,Spain,13.9
2019M11,France,8.2
2019M11,Croatia,6.4
2019M11,Cyprus,6.5
2019M11,Latvia,6.0
2019M11,Lithuania,6.5
2019M11,Luxembourg,5.6
2019M11,Hungary,3.4
2019M11,Malta,3.4
2019M11,Netherlands,3.5
2019M11,Austria,4.2
2019M11,Poland,2.9
2019M11,Portugal,6.6
2019M11,Romania,4.0
2019M11,Slovenia,4.1
2019M11,Slovakia,5.6
2019M11,Finland,6.7
2019M11,Sweden,7.0
2019M11,United Kingdom,3.7
2019M11,Iceland,3.6
2019M11,Norway,3.9
2019M11,Turkey,13.3
2019M12,Belgium,5.2
2019M12,Bulgaria,4.2
2019M12,Czechia,2.0
2019M12,Denmark,5.0
2019M12,Germany (until 1990 former territory of the FRG),3.2
2019M12,Estonia,4.4
2019M12,Ireland,4.7
2019M12,Greece,16.5
2019M12,Spain,13.8
2019M12,France,8.2
2019M12,Croatia,6.3
2019M12,Cyprus,6.3
2019M12,Latvia,6.4
2019M12,Lithuania,6.5
2019M12,Luxembourg,5.6
2019M12,Hungary,3.4
2019M12,Malta,3.4
2019M12,Netherlands,3.2
2019M12,Austria,4.2
2019M12,Poland,2.9
2019M12,Portugal,6.7
2019M12,Romania,3.9
2019M12,Slovenia,3.9
2019M12,Slovakia,5.6
2019M12,Finland,6.6
2019M12,Sweden,7.0
2019M12,United Kingdom,3.7
2019M12,Iceland,3.6
2019M12,Norway,3.9
2019M12,Turkey,13.1
2020M01,Belgium,5.2
2020M01,Bulgaria,4.1
2020M01,Czechia,2.0
2020M01,Denmark,4.9
2020M01,Germany (until 1990 former territory of the FRG),3.2
2020M01,Estonia,4.8
2020M01,Ireland,4.8
2020M01,Greece,16.4
2020M01,Spain,13.7
2020M01,France,8.0
2020M01,Croatia,6.3
2020M01,Cyprus,5.9
2020M01,Latvia,6.5
2020M01,Lithuania,6.6
2020M01,Luxembourg,5.7
2020M01,Hungary,3.4
2020M01,Malta,3.4
2020M01,Netherlands,3.0
2020M01,Austria,4.3
2020M01,Poland,2.9
2020M01,Portugal,6.7
2020M01,Romania,3.9
2020M01,Slovenia,3.7
2020M01,Slovakia,5.4
2020M01,Finland,6.6
2020M01,Sweden,7.0
2020M01,United Kingdom,3.8
2020M01,Iceland,3.8
2020M01,Norway,3.8
2020M01,Turkey,12.5
2020M02,Belgium,5.2
2020M02,Bulgaria,4.0
2020M02,Czechia,2.0
2020M02,Denmark,4.9
2020M02,Germany (until 1990 former territory of the FRG),3.4
2020M02,Estonia,4.6
2020M02,Ireland,4.8
2020M02,Greece,16.2
2020M02,Spain,13.5
2020M02,France,7.9
2020M02,Croatia,6.2
2020M02,Cyprus,5.8
2020M02,Latvia,6.5
2020M02,Lithuania,6.6
2020M02,Luxembourg,5.7
2020M02,Hungary,3.6
2020M02,Malta,3.4
2020M02,Netherlands,2.9
2020M02,Austria,4.5
2020M02,Poland,3.0
2020M02,Portugal,6.5
2020M02,Romania,3.9
2020M02,Slovenia,3.6
2020M02,Slovakia,5.5
2020M02,Finland,6.6
2020M02,Sweden,7.1
2020M02,United Kingdom,3.8
2020M02,Iceland,3.8
2020M02,Norway,3.6
2020M03,Belgium,5.3
2020M03,Bulgaria,4.5
2020M03,Czechia,1.9
2020M03,Germany (until 1990 former territory of the FRG),3.5
2020M03,Ireland,5.3
2020M03,Spain,14.5
2020M03,France,8.4
2020M03,Croatia,6.8
2020M03,Cyprus,6.7
2020M03,Latvia,6.9
2020M03,Lithuania,6.9
2020M03,Luxembourg,6.4
2020M03,Malta,3.5
2020M03,Netherlands,2.9
2020M03,Austria,4.5
2020M03,Poland,3.0
2020M03,Romania,3.8
2020M03,Slovenia,3.8
2020M03,Slovakia,5.6
2020M03,Finland,6.6
2020M03,Sweden,7.2
2020M04,Ireland,5.3
2020M04,Netherlands,3.4
2020M04,Finland,6.6
2020M04,Sweden,7.9
